,date_block_num,branch_id,item_id,item_feature_id,item_price,item_cnt_month,month,year
460,1,4,11,3,688,333,2,2022
461,1,4,12,2,670,344,2,2022
462,1,4,13,1,1050,321,2,2022
463,1,4,14,1,1050,337,2,2022
464,1,4,15,2,1470,313,2,2022
465,1,4,16,3,990,319,2,2022
466,1,4,17,1,3350,350,2,2022
467,1,4,18,4,2300,326,2,2022
468,1,4,19,1,2120,320,2,2022
469,1,4,20,1,2120,330,2,2022
470,1,4,21,1,925,387,2,2022
471,1,4,22,1,5600,370,2,2022
472,1,4,23,4,1720,289,2,2022
473,1,4,24,3,579,290,2,2022
474,1,4,25,2,903,377,2,2022
475,1,4,26,3,890,316,2,2022
476,1,4,27,3,990,333,2,2022
477,1,4,28,1,1055,345,2,2022
478,1,4,29,2,2064,376,2,2022
479,1,4,30,4,1200,322,2,2022
480,1,4,31,2,688,372,2,2022
500,1,5,1,1,1100,395,2,2022
501,1,5,2,1,670,433,2,2022
502,1,5,3,1,1720,458,2,2022
503,1,5,4,4,946,420,2,2022
504,1,5,5,3,990,387,2,2022
505,1,5,6,2,688,463,2,2022
506,1,5,7,4,1790,392,2,2022
507,1,5,8,1,950,429,2,2022
508,1,5,9,3,1400,378,2,2022
509,1,5,10,2,2099,377,2,2022
510,1,5,11,3,688,426,2,2022
511,1,5,12,2,670,423,2,2022
512,1,5,13,1,1050,446,2,2022
513,1,5,14,1,1050,454,2,2022
514,1,5,15,2,1470,406,2,2022
515,1,5,16,3,990,429,2,2022
516,1,5,17,1,3350,357,2,2022
517,1,5,18,4,2300,416,2,2022
518,1,5,19,1,2120,421,2,2022
519,1,5,20,1,2120,420,2,2022
520,1,5,21,1,925,361,2,2022
521,1,5,22,1,5600,437,2,2022
522,1,5,23,4,1720,377,2,2022
523,1,5,24,3,579,381,2,2022
524,1,5,25,2,903,461,2,2022
525,1,5,26,3,890,402,2,2022
526,1,5,27,3,990,416,2,2022
527,1,5,28,1,1055,393,2,2022
528,1,5,29,2,2064,404,2,2022
529,1,5,30,4,1200,365,2,2022
530,1,5,31,2,688,373,2,2022
550,1,27,1,1,1100,96,2,2022
551,1,27,2,1,670,118,2,2022
552,1,27,3,1,1720,88,2,2022
553,1,27,4,4,946,95,2,2022
554,1,27,5,3,990,98,2,2022
555,1,27,6,2,688,92,2,2022
556,1,27,7,4,1790,97,2,2022
557,1,27,8,1,950,89,2,2022
558,1,27,9,3,1400,91,2,2022
559,1,27,10,2,2099,92,2,2022
560,1,27,11,3,688,83,2,2022
561,1,27,12,2,670,76,2,2022
562,1,27,13,1,1050,71,2,2022
563,1,27,14,1,1050,113,2,2022
564,1,27,15,2,1470,91,2,2022
565,1,27,16,3,990,95,2,2022
566,1,27,17,1,3350,109,2,2022
567,1,27,18,4,2300,112,2,2022
568,1,27,19,1,2120,92,2,2022
569,1,27,20,1,2120,88,2,2022
570,1,27,21,1,925,84,2,2022
571,1,27,22,1,5600,106,2,2022
572,1,27,23,4,1720,68,2,2022
573,1,27,24,3,579,76,2,2022
574,1,27,25,2,903,89,2,2022
575,1,27,26,3,890,94,2,2022
576,1,27,27,3,990,87,2,2022
577,1,27,28,1,1055,72,2,2022
578,1,27,29,2,2064,110,2,2022
579,1,27,30,4,1200,84,2,2022
580,1,27,31,2,688,89,2,2022
600,2,1,1,1,1100,490,3,2022
601,2,1,2,1,670,538,3,2022
602,2,1,3,1,1720,509,3,2022
603,2,1,4,4,946,476,3,2022
604,2,1,5,3,990,464,3,2022
605,2,1,6,2,688,521,3,2022
606,2,1,7,4,1790,531,3,2022
607,2,1,8,1,950,563,3,2022
608,2,1,9,3,1400,527,3,2022
609,2,1,10,2,2099,552,3,2022
610,2,1,11,3,688,549,3,2022
611,2,1,12,2,670,556,3,2022
612,2,1,13,1,1050,520,3,2022
613,2,1,14,1,1050,582,3,2022
614,2,1,15,2,1470,566,3,2022
615,2,1,16,3,990,498,3,2022
616,2,1,17,1,3350,643,3,2022
617,2,1,18,4,2300,478,3,2022
618,2,1,19,1,2120,545,3,2022
619,2,1,20,1,2120,488,3,2022
620,2,1,21,1,925,473,3,2022
621,2,1,22,1,5600,545,3,2022
622,2,1,23,4,1720,517,3,2022
623,2,1,24,3,579,542,3,2022
624,2,1,25,2,903,533,3,2022
625,2,1,26,3,890,472,3,2022
626,2,1,27,3,990,503,3,2022
627,2,1,28,1,1055,496,3,2022
628,2,1,29,2,2064,534,3,2022
629,2,1,30,4,1200,526,3,2022
630,2,1,31,2,688,498,3,2022
650,2,2,1,1,1100,683,3,2022
651,2,2,2,1,670,691,3,2022
652,2,2,3,1,1720,757,3,2022
653,2,2,4,4,946,748,3,2022
654,2,2,5,3,990,658,3,2022
655,2,2,6,2,688,694,3,2022
656,2,2,7,4,1790,695,3,2022
657,2,2,8,1,950,730,3,2022
658,2,2,9,3,1400,744,3,2022
659,2,2,10,2,2099,714,3,2022
660,2,2,11,3,688,784,3,2022
661,2,2,12,2,670,716,3,2022
662,2,2,13,1,1050,717,3,2022
663,2,2,14,1,1050,702,3,2022
664,2,2,15,2,1470,815,3,2022
665,2,2,16,3,990,685,3,2022
666,2,2,17,1,3350,766,3,2022
667,2,2,18,4,2300,733,3,2022
668,2,2,19,1,2120,654,3,2022
669,2,2,20,1,2120,708,3,2022
670,2,2,21,1,925,790,3,2022
671,2,2,22,1,5600,810,3,2022
672,2,2,23,4,1720,726,3,2022
673,2,2,24,3,579,731,3,2022
674,2,2,25,2,903,728,3,2022
675,2,2,26,3,890,782,3,2022
676,2,2,27,3,990,828,3,2022
677,2,2,28,1,1055,759,3,2022
678,2,2,29,2,2064,646,3,2022
679,2,2,30,4,1200,654,3,2022
680,2,2,31,2,688,738,3,2022
700,2,3,1,1,1100,742,3,2022
701,2,3,2,1,670,697,3,2022
702,2,3,3,1,1720,627,3,2022
703,2,3,4,4,946,649,3,2022
704,2,3,5,3,990,694,3,2022
705,2,3,6,2,688,696,3,2022
706,2,3,7,4,1790,657,3,2022
707,2,3,8,1,950,650,3,2022
708,2,3,9,3,1400,666,3,2022
709,2,3,10,2,2099,655,3,2022
710,2,3,11,3,688,674,3,2022
711,2,3,12,2,670,634,3,2022
712,2,3,13,1,1050,657,3,2022
713,2,3,14,1,1050,706,3,2022
714,2,3,15,2,1470,761,3,2022
715,2,3,16,3,990,712,3,2022
716,2,3,17,1,3350,714,3,2022
717,2,3,18,4,2300,636,3,2022
718,2,3,19,1,2120,679,3,2022
719,2,3,20,1,2120,706,3,2022
720,2,3,21,1,925,758,3,2022
721,2,3,22,1,5600,652,3,2022
722,2,3,23,4,1720,663,3,2022
723,2,3,24,3,579,664,3,2022
724,2,3,25,2,903,709,3,2022
725,2,3,26,3,890,677,3,2022
726,2,3,27,3,990,710,3,2022
727,2,3,28,1,1055,695,3,2022
728,2,3,29,2,2064,697,3,2022
729,2,3,30,4,1200,747,3,2022
730,2,3,31,2,688,718,3,2022
750,2,4,1,1,1100,461,3,2022
751,2,4,2,1,670,419,3,2022
752,2,4,3,1,1720,385,3,2022
753,2,4,4,4,946,498,3,2022
754,2,4,5,3,990,454,3,2022
755,2,4,6,2,688,403,3,2022
756,2,4,7,4,1790,510,3,2022
757,2,4,8,1,950,438,3,2022
758,2,4,9,3,1400,438,3,2022
759,2,4,10,2,2099,462,3,2022
760,2,4,11,3,688,446,3,2022
761,2,4,12,2,670,430,3,2022
762,2,4,13,1,1050,434,3,2022
763,2,4,14,1,1050,440,3,2022
764,2,4,15,2,1470,432,3,2022
765,2,4,16,3,990,497,3,2022
766,2,4,17,1,3350,457,3,2022
767,2,4,18,4,2300,489,3,2022
768,2,4,19,1,2120,482,3,2022
769,2,4,20,1,2120,432,3,2022
770,2,4,21,1,925,457,3,2022
771,2,4,22,1,5600,477,3,2022
772,2,4,23,4,1720,530,3,2022
773,2,4,24,3,579,478,3,2022
774,2,4,25,2,903,441,3,2022
775,2,4,26,3,890,434,3,2022
776,2,4,27,3,990,447,3,2022
777,2,4,28,1,1055,464,3,2022
778,2,4,29,2,2064,487,3,2022
779,2,4,30,4,1200,456,3,2022
780,2,4,31,2,688,480,3,2022
800,2,5,1,1,1100,453,3,2022
801,2,5,2,1,670,406,3,2022
802,2,5,3,1,1720,461,3,2022
803,2,5,4,4,946,477,3,2022
804,2,5,5,3,990,465,3,2022
805,2,5,6,2,688,492,3,2022
806,2,5,7,4,1790,469,3,2022
807,2,5,8,1,950,503,3,2022
808,2,5,9,3,1400,427,3,2022
809,2,5,10,2,2099,477,3,2022
810,2,5,11,3,688,468,3,2022
811,2,5,12,2,670,425,3,2022
812,2,5,13,1,1050,450,3,2022
813,2,5,14,1,1050,484,3,2022
814,2,5,15,2,1470,438,3,2022
815,2,5,16,3,990,455,3,2022
816,2,5,17,1,3350,429,3,2022
817,2,5,18,4,2300,423,3,2022
818,2,5,19,1,2120,449,3,2022
819,2,5,20,1,2120,455,3,2022
820,2,5,21,1,925,418,3,2022
821,2,5,22,1,5600,469,3,2022
822,2,5,23,4,1720,432,3,2022
823,2,5,24,3,579,440,3,2022
824,2,5,25,2,903,444,3,2022
825,2,5,26,3,890,450,3,2022
826,2,5,27,3,990,454,3,2022
827,2,5,28,1,1055,511,3,2022
828,2,5,29,2,2064,442,3,2022
829,2,5,30,4,1200,489,3,2022
830,2,5,31,2,688,501,3,2022
850,2,27,1,1,1100,84,3,2022
851,2,27,2,1,670,135,3,2022
852,2,27,3,1,1720,131,3,2022
853,2,27,4,4,946,98,3,2022
854,2,27,5,3,990,124,3,2022
855,2,27,6,2,688,123,3,2022
856,2,27,7,4,1790,120,3,2022
857,2,27,8,1,950,104,3,2022
858,2,27,9,3,1400,112,3,2022
859,2,27,10,2,2099,123,3,2022
860,2,27,11,3,688,107,3,2022
861,2,27,12,2,670,128,3,2022
862,2,27,13,1,1050,111,3,2022
863,2,27,14,1,1050,92,3,2022
864,2,27,15,2,1470,130,3,2022
865,2,27,16,3,990,103,3,2022
866,2,27,17,1,3350,95,3,2022
867,2,27,18,4,2300,101,3,2022
868,2,27,19,1,2120,122,3,2022
869,2,27,20,1,2120,91,3,2022
870,2,27,21,1,925,135,3,2022
871,2,27,22,1,5600,123,3,2022
872,2,27,23,4,1720,103,3,2022
873,2,27,24,3,579,115,3,2022
874,2,27,25,2,903,121,3,2022
875,2,27,26,3,890,85,3,2022
876,2,27,27,3,990,87,3,2022
877,2,27,28,1,1055,120,3,2022
878,2,27,29,2,2064,118,3,2022
879,2,27,30,4,1200,114,3,2022
880,2,27,31,2,688,126,3,2022
900,3,1,1,1,1100,417,4,2022
901,3,1,2,1,670,376,4,2022
902,3,1,3,1,1720,440,4,2022
903,3,1,4,4,946,411,4,2022
904,3,1,5,3,990,402,4,2022
905,3,1,6,2,688,394,4,2022
906,3,1,7,4,1790,385,4,2022
907,3,1,8,1,950,385,4,2022
908,3,1,9,3,1400,364,4,2022
909,3,1,10,2,2099,384,4,2022
910,3,1,11,3,688,414,4,2022
911,3,1,12,2,670,409,4,2022
912,3,1,13,1,1050,392,4,2022
913,3,1,14,1,1050,414,4,2022
914,3,1,15,2,1470,390,4,2022
915,3,1,16,3,990,368,4,2022
916,3,1,17,1,3350,399,4,2022
917,3,1,18,4,2300,425,4,2022
918,3,1,19,1,2120,431,4,2022
919,3,1,20,1,2120,381,4,2022
920,3,1,21,1,925,380,4,2022
921,3,1,22,1,5600,420,4,2022
922,3,1,23,4,1720,408,4,2022
923,3,1,24,3,579,406,4,2022
924,3,1,25,2,903,414,4,2022
925,3,1,26,3,890,407,4,2022
926,3,1,27,3,990,381,4,2022
927,3,1,28,1,1055,389,4,2022
928,3,1,29,2,2064,377,4,2022
929,3,1,30,4,1200,427,4,2022
930,3,1,31,2,688,382,4,2022
950,3,2,1,1,1100,540,4,2022
951,3,2,2,1,670,562,4,2022
952,3,2,3,1,1720,539,4,2022
953,3,2,4,4,946,545,4,2022
954,3,2,5,3,990,538,4,2022
955,3,2,6,2,688,535,4,2022
956,3,2,7,4,1790,512,4,2022
957,3,2,8,1,950,520,4,2022
958,3,2,9,3,1400,543,4,2022
959,3,2,10,2,2099,580,4,2022
960,3,2,11,3,688,582,4,2022
961,3,2,12,2,670,575,4,2022
962,3,2,13,1,1050,488,4,2022
963,3,2,14,1,1050,543,4,2022
964,3,2,15,2,1470,501,4,2022
965,3,2,16,3,990,492,4,2022
966,3,2,17,1,3350,556,4,2022
967,3,2,18,4,2300,549,4,2022
968,3,2,19,1,2120,495,4,2022
969,3,2,20,1,2120,646,4,2022
970,3,2,21,1,925,545,4,2022
971,3,2,22,1,5600,498,4,2022
972,3,2,23,4,1720,508,4,2022
973,3,2,24,3,579,542,4,2022
974,3,2,25,2,903,486,4,2022
975,3,2,26,3,890,495,4,2022
976,3,2,27,3,990,531,4,2022
977,3,2,28,1,1055,539,4,2022
978,3,2,29,2,2064,512,4,2022
979,3,2,30,4,1200,562,4,2022
980,3,2,31,2,688,544,4,2022
1000,3,3,1,1,1100,537,4,2022
1001,3,3,2,1,670,525,4,2022
1002,3,3,3,1,1720,560,4,2022
1003,3,3,4,4,946,507,4,2022
1004,3,3,5,3,990,560,4,2022
1005,3,3,6,2,688,571,4,2022
1006,3,3,7,4,1790,612,4,2022
1007,3,3,8,1,950,525,4,2022
1008,3,3,9,3,1400,505,4,2022
1009,3,3,10,2,2099,508,4,2022
1010,3,3,11,3,688,537,4,2022
1011,3,3,12,2,670,526,4,2022
1012,3,3,13,1,1050,498,4,2022
1013,3,3,14,1,1050,521,4,2022
1014,3,3,15,2,1470,529,4,2022
1015,3,3,16,3,990,569,4,2022
1016,3,3,17,1,3350,536,4,2022
1017,3,3,18,4,2300,478,4,2022
1018,3,3,19,1,2120,583,4,2022
1019,3,3,20,1,2120,535,4,2022
1020,3,3,21,1,925,538,4,2022
1021,3,3,22,1,5600,505,4,2022
1022,3,3,23,4,1720,505,4,2022
1023,3,3,24,3,579,546,4,2022
1024,3,3,25,2,903,531,4,2022
1025,3,3,26,3,890,531,4,2022
1026,3,3,27,3,990,539,4,2022
1027,3,3,28,1,1055,567,4,2022
1028,3,3,29,2,2064,521,4,2022
1029,3,3,30,4,1200,524,4,2022
1030,3,3,31,2,688,494,4,2022
1050,3,4,1,1,1100,326,4,2022
1051,3,4,2,1,670,303,4,2022
1052,3,4,3,1,1720,290,4,2022
1053,3,4,4,4,946,325,4,2022
1054,3,4,5,3,990,289,4,2022
1055,3,4,6,2,688,333,4,2022
1056,3,4,7,4,1790,309,4,2022
1057,3,4,8,1,950,326,4,2022
1058,3,4,9,3,1400,303,4,2022
1059,3,4,10,2,2099,290,4,2022
1060,3,4,11,3,688,305,4,2022
1061,3,4,12,2,670,345,4,2022
1062,3,4,13,1,1050,346,4,2022
1063,3,4,14,1,1050,323,4,2022
1064,3,4,15,2,1470,330,4,2022
1065,3,4,16,3,990,317,4,2022
1066,3,4,17,1,3350,315,4,2022
1067,3,4,18,4,2300,296,4,2022
1068,3,4,19,1,2120,337,4,2022
1069,3,4,20,1,2120,291,4,2022
1070,3,4,21,1,925,297,4,2022
1071,3,4,22,1,5600,306,4,2022
1072,3,4,23,4,1720,258,4,2022
1073,3,4,24,3,579,298,4,2022
1074,3,4,25,2,903,311,4,2022
1075,3,4,26,3,890,344,4,2022
1076,3,4,27,3,990,303,4,2022
1077,3,4,28,1,1055,351,4,2022
1078,3,4,29,2,2064,321,4,2022
1079,3,4,30,4,1200,323,4,2022
1080,3,4,31,2,688,338,4,2022
1100,3,5,1,1,1100,304,4,2022
1101,3,5,2,1,670,263,4,2022
1102,3,5,3,1,1720,287,4,2022
1103,3,5,4,4,946,280,4,2022
1104,3,5,5,3,990,312,4,2022
1105,3,5,6,2,688,305,4,2022
1106,3,5,7,4,1790,315,4,2022
1107,3,5,8,1,950,318,4,2022
1108,3,5,9,3,1400,257,4,2022
1109,3,5,10,2,2099,282,4,2022
1110,3,5,11,3,688,303,4,2022
1111,3,5,12,2,670,278,4,2022
1112,3,5,13,1,1050,332,4,2022
1113,3,5,14,1,1050,271,4,2022
1114,3,5,15,2,1470,253,4,2022
1115,3,5,16,3,990,273,4,2022
1116,3,5,17,1,3350,275,4,2022
1117,3,5,18,4,2300,296,4,2022
1118,3,5,19,1,2120,301,4,2022
1119,3,5,20,1,2120,300,4,2022
1120,3,5,21,1,925,253,4,2022
1121,3,5,22,1,5600,284,4,2022
1122,3,5,23,4,1720,304,4,2022
1123,3,5,24,3,579,311,4,2022
1124,3,5,25,2,903,312,4,2022
